0356 01276 1|77578|141680|omega Ser|237.57311334|2.19651263|15|50|17.5472016|+|2.0|11.0|47.445468|5.330|748
0360 01225 1|77163|||236.34784494|5.44731744|15|45|23.4827856|+|5.0|26.0|50.342784|5.575|999
0360 01226 1|77622|141795|epsilon Ser|237.70402752|4.47773211|15|50|48.9666048|+|4.0|28.0|39.835596|3.714|999
0363 01135 1|77070|140573|alpha Ser|236.06666361|6.42552222|15|44|15.9992664|+|6.0|25.0|31.879992|2.739|999
0364 01224 1|77257|141004|lambda Ser|236.61088938|7.3530724|15|46|26.6134512|+|7.0|21.0|11.06064|4.482|999
0368 01592 1|80179|147449|sigma Ser|245.51811977|1.02904029|16|22|4.3487448|+|1.0|1.0|44.545044|4.858|999
0369 01635 1|80693|||247.14158572|0.66500293|16|28|33.9805728|+|0.0|39.0|54.010548|5.562|999
0374 01424 1|78442|||240.21306172|4.42736332|16|0|51.1348128|+|4.0|25.0|38.507952|5.917|999
0375 01614 1|79488|145892|9 Her|243.31429278|5.02108645|16|13|15.4302672|+|5.0|1.0|15.91122|5.627|999
0381 01598 1|80351|147869|21 Her|246.04512546|6.94820742|16|24|10.8301104|+|6.0|56.0|53.546712|5.820|999
0383 01787 1|81734|150557|14 Oph|250.42700593|1.18122559|16|41|42.4814232|+|1.0|10.0|52.412124|5.764|999
0384 02284 1|82480AB|152127|21A Oph|252.85384322|1.21597029|16|51|24.9223728|+|1.0|12.0|57.493044|5.521|999
0386 02062 1|80883A|148857|lambda A Oph|247.7284781|1.98395581|16|30|54.834744|+|1.0|59.0|2.240916|4.147|14
0386 02062 2|80883B|148857|lambda B Oph|247.7284781|1.98395581|16|30|54.834744|+|1.0|59.0|2.240916|5.152|14
0390 02239 1|81007|149121|28 Her|248.14868628|5.52122167|16|32|35.6847072|+|5.0|31.0|16.398012|5.612|999
0391 02824 1|81641|150378|37 Her|250.16119506|4.21979133|16|40|38.6868144|+|4.0|13.0|11.248788|5.759|697
0392 02704 1|82216|151525|45 Her|251.94341118|5.24674443|16|47|46.4186832|+|5.0|14.0|48.279948|5.217|999
0396 02346 1|82402|151956|47 Her|252.58075506|7.24768382|16|50|19.3812144|+|7.0|14.0|51.661752|5.484|999
0400 01862 1|84500|||259.1321542|1.21054673|17|16|31.717008|+|1.0|12.0|37.968228|5.923|999
0401 02211 1|85537|||262.20689477|0.33062738|17|28|49.6547448|+|0.0|19.0|50.258568|5.442|486
0409 01922 1|85355|157999|sigma Oph|261.62866868|4.14035686|17|26|30.8804832|+|4.0|8.0|25.284696|4.496|999
0417 02592 1|87812|||269.07667002|0.67035279|17|56|18.4008048|+|0.0|40.0|13.270044|5.827|999
0417 02593 1|87875AB|||269.26804738|0.06666181|17|57|4.33137119999|+|0.0|3.0|59.982516|5.982|999
0418 02364 1|85749|||262.83889395|2.72450656|17|31|21.334548|+|2.0|43.0|28.223616|5.673|999
0420 01962 1|87108|161868|gamma Oph|266.97316954|2.70727672|17|47|53.5606896|+|2.0|42.0|26.196192|3.737|999
0423 01724 1|86742|161096|beta Oph|265.86813614|4.56730027|17|43|28.3526736|+|4.0|34.0|2.280972|2.879|999
0429 01951 1|87558|||268.30910387|6.10141993|17|53|14.1849288|+|6.0|6.0|5.111748|5.810|999
0430 03748 1|88290AB|164577|68A Oph|270.43832947|1.30506816|18|1|45.1990728|+|1.0|18.0|18.245376|4.432|999
0433 00595 1|90441A|169985|59A Ser|276.80214785|0.19608294|18|27|12.515484|+|0.0|11.0|45.898584|5.382|17
0434 05198 1|88192|164353|67 Oph|270.16131625|2.93156477|18|0|38.7159|+|2.0|55.0|53.633172|3.959|544
0434 05213 1|88601A|165341|70A Oph|271.36404409|2.49979492|18|5|27.3705816|+|2.0|29.0|59.261712|4.217|16
0435 04798 1|89065|||272.66791725|3.32425293|18|10|40.30014|+|3.0|19.0|27.310548|5.624|999
0435 04799 1|89000|||272.47505934|3.11982892|18|9|54.0142416|+|3.0|7.0|11.384112|5.721|999
0436 03545 1|89918|168656|74 Oph|275.21692256|3.37716851|18|20|52.0614144|+|3.0|22.0|37.806636|4.957|999
0438 02741 1|88149|164284|66 Oph|270.06582784|4.36861876|18|0|15.7986816|+|4.0|22.0|7.027536|4.742|999
0439 01445 1|88964AB|166233|73A Oph|272.39119409|3.9932855|18|9|33.8865816|+|3.0|59.0|35.8278|5.766|999
0444 03106 1|89772|||274.78973462|7.25976505|18|19|9.5363088|+|7.0|15.0|35.15418|5.532|999
0445 02136 1|90497|||276.99488585|6.19410491|18|27|58.772604|+|6.0|11.0|38.777676|5.693|999
0451 01386 1|91975|173370|4 Aql|281.20807377|2.06003941|18|44|49.9377048|+|2.0|3.0|36.141876|4.996|999
0453 00352 1|93051|175869|64 Ser|284.31912719|2.53534622|18|57|16.5905256|+|2.0|32.0|7.246392|5.550|999
0457 00687 1|92946A|175638|theta 1 Ser|284.0549455|4.20359728|18|56|13.18692|+|4.0|12.0|12.950208|4.592|224
0457 00688 1|92951B|175639|theta 2 Ser|284.06098815|4.20209847|18|56|14.637156|+|4.0|12.0|7.554492|4.930|224
0458 01851 1|91237|||279.16281192|6.67180631|18|36|39.0748608|+|6.0|40.0|18.502716|5.469|999
0461 00769 1|92872|||283.86438849|6.61529503|18|55|27.4532376|+|6.0|36.0|55.062108|5.681|999
0462 00896 1|93580|||285.88437968|1.81876257|19|3|32.2511232|+|1.0|49.0|7.545252|5.839|999
0464 03404 1|94885A|180972|23A Aql|289.6354016|1.08511912|19|18|32.496384|+|1.0|5.0|6.428832|5.283|33
0465 02618 1|95585|182835|nu Aql|291.62953573|0.33856476|19|26|31.0885752|+|0.0|20.0|18.833136|4.729|999
0467 04986 1|94477|179761|21 Aql|288.42793064|2.29370724|19|13|42.7033536|+|2.0|17.0|37.346064|5.117|999
0469 06227 1|95501|182640|delta Aql|291.37457816|3.11478558|19|25|29.8987584|+|3.0|6.0|53.228088|3.390|999
0469 06228 1|95732|12301|53 Cas|292.08666129|2.93002759|19|28|20.7987096|+|2.0|55.0|48.099324|5.837|999
0469 06229 1|95793|183324|35 Aql|292.25411652|1.95045022|19|29|0.987964800009|+|1.0|57.0|1.620792|5.795|999
0472 03465 1|94727|180482|22 Aql|289.12930295|4.83479483|19|16|31.032708|+|4.0|50.0|5.261388|5.580|999
0475 01667 1|94068|178596|19 Aql|287.24963457|6.0732071|19|8|59.9122968|+|6.0|4.0|23.54556|5.269|999
0480 03027 1|97804|187929|eta Aql|298.11820354|1.00565902|19|52|28.3688496|+|1.0|0.0|20.372472|4.058|999
0481 03392 1|97980|188350|58 Aql|298.6866507|0.2736294|19|54|44.796168|+|0.0|16.0|25.06584|5.641|999
0487 03422 1|96665|185507|sigma Aql|294.79850847|5.39777571|19|39|11.6420328|+|5.0|23.0|51.992556|5.180|999
0490 05566 1|96229|184406|mu Aql|293.52230415|7.37894182|19|34|5.35299600001|+|7.0|22.0|44.190552|4.576|999
0493 03355 1|98036|188512|beta Aql|298.82830106|6.40676319|19|55|18.7922544|+|6.0|24.0|24.347484|3.807|999
0505 02355 1|100541|||305.79455903|5.34298481|20|23|10.6941672|+|5.0|20.0|34.745316|5.409|999
0506 02497 1|98823|190327|tau Aql|301.03464874|7.27796431|20|4|8.3156976|+|7.0|16.0|40.671516|5.625|999
0511 01136 1|101936|196758|1 Aqr|309.85371126|0.48645087|20|39|24.8907024|+|0.0|29.0|11.223132|5.270|999
0521 02814 1|103569A|199766|epsilon A Equ|314.76857872|4.29350516|20|59|4.4588928|+|4.0|17.0|36.618576|5.963|9
0524 02807 1|102633A|198069|13A Del|311.9513796|6.00819368|20|47|48.331104|+|6.0|0.0|29.497248|5.639|15
0534 02623 1|104031|200644|3 Equ|316.14438047|5.50286116|21|4|34.6513128|+|5.0|30.0|10.300176|5.797|999
0536 02354 1|104987|202447|alpha Equ|318.95595026|5.24786527|21|15|49.4280624|+|5.0|14.0|52.314972|3.993|999
0541 01932 1|105570|203562|beta Equ|320.72338597|6.81114101|21|22|53.6126328|+|6.0|48.0|40.107636|5.156|999
0543 00450 1|107144|206445|26 Aqr|325.54213531|1.28525661|21|42|10.1124744|+|1.0|17.0|6.923796|5.813|999
0547 01047 1|106944|206067|25 Aqr|324.88861107|2.24355816|21|39|33.2666568|+|2.0|14.0|36.809376|5.215|999
0548 00896 1|107575|207203|11 Peg|326.80817567|2.68612557|21|47|13.9621608|+|2.0|41.0|10.052052|5.624|999
0555 01662 1|106856|205924|4 Peg|324.63308624|5.77174268|21|38|31.9406976|+|5.0|46.0|18.273648|5.689|999
0555 01663 1|107151|206487|7 Peg|325.56437975|5.68013635|21|42|15.45114|+|5.0|40.0|48.49086|5.503|999
0558 02755 1|108691|209128|28 Aqr|330.27089772|0.6047165|22|1|5.0154528|+|0.0|36.0|16.9794|5.743|999
0560 01818 1|110672|212571|pi Aqr|336.31926093|1.37739729|22|25|16.6226232|+|1.0|22.0|38.630244|4.760|999
0563 00782 1|111062AB|213235|37A Peg|337.49139549|4.43168968|22|29|57.9349176|+|4.0|25.0|54.082848|5.586|999
0563 00833 1|110785|212754|34 Peg|336.65578334|4.39376075|22|26|37.3880016|+|4.0|23.0|37.5387|5.814|999
0563 01818 1|110882|212943|35 Peg|336.96467549|4.69566169|22|27|51.5221176|+|4.0|41.0|44.382084|4.906|999
0564 01847 1|108612|209008|18 Peg|330.03303307|6.71744064|22|0|7.9279368|+|6.0|43.0|2.786304|5.973|999
0564 02591 1|109068|209747|nu Peg|331.41979522|5.05853081|22|5|40.7508528|+|5.0|3.0|30.710916|5.018|999
0565 01999 1|109427|210418|theta Peg|332.54928889|6.19779167|22|10|11.8293336|+|6.0|11.0|52.050012|3.519|999
0566 01004 1|110298|211924|30 Peg|335.11490173|5.78949685|22|20|27.5764152|+|5.0|47.0|22.18866|5.363|999
0569 01948 1|113521|217264|2 Psc|344.86439588|0.96292437|22|59|27.4550112|+|0.0|57.0|46.527732|5.536|999
0576 01918 1|114273|218527|5 Psc|347.17052046|2.12787808|23|8|40.9249104|+|2.0|7.0|40.361088|5.526|999
0578 01415 1|115738|220825|kappa Psc|351.73314848|1.2556063|23|26|55.9556352|+|1.0|15.0|20.18268|4.923|999
